scraped_at,chart_label,chart_id,week_ending,series,Indexed value*,Year over year,Week over week,value
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/07/2024,US,,,,92
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/14/2024,US,,,,97
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/21/2024,US,,,,100
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/28/2024,US,,,,100
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/05/2024,US,,,,99
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/12/2024,US,,,,100
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/19/2024,US,,,,100
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/26/2024,US,,,,102
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/02/2024,US,,,,102
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/09/2024,US,,,,101
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/16/2024,US,,,,101
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/23/2024,US,,,,102
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/30/2024,US,,,,84
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/07/2024,US,,,,96
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/14/2024,US,,,,100
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/21/2024,US,,,,99
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/28/2024,US,,,,78
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/04/2025,US,,,,74
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/11/2025,US,,,,85
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/18/2025,US,,,,94
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/25/2025,US,,,,91
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/01/2025,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/08/2025,US,,,,96
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/15/2025,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/22/2025,US,,,,92
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/01/2025,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/08/2025,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/15/2025,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/22/2025,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/29/2025,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/05/2025,US,,,,94
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/12/2025,US,,,,94
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/19/2025,US,,,,91
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/26/2025,US,,,,91
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/03/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/10/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/17/2025,US,,,,94
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/24/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/31/2025,US,,,,86
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/07/2025,US,,,,90
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/14/2025,US,,,,92
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/21/2025,US,,,,91
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/28/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/05/2025,US,,,,82
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/12/2025,US,,,,89
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/19/2025,US,,,,91
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/26/2025,US,,,,92
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/02/2025,US,,,,94
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/09/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/16/2025,US,,,,94
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/23/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/30/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/06/2025,US,,,,87
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/13/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/20/2025,US,,,,96
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/27/2025,US,,,,97
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/04/2025,US,,,,97
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/11/2025,US,,,,97
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/18/2025,US,,,,97
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/25/2025,US,,,,98
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/01/2025,US,,,,98
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/08/2025,US,,,,98
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/15/2025,US,,,,97
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/22/2025,US,,,,99
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/29/2025,US,,,,82
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/06/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/13/2025,US,,,,97
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/20/2025,US,,,,97
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/27/2025,US,,,,77
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/03/2026,US,,,,70
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/10/2026,US,,,,84
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/17/2026,US,,,,91
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/24/2026,US,,,,89
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/31/2026,US,,,,90
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/07/2026,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/14/2026,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/21/2026,US,,,,91
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/28/2026,US,,,,94
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/07/2026,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/14/2026,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/21/2026,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/01/2025,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/08/2025,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/15/2025,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/22/2025,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/29/2025,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/05/2025,US,,,,94
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/12/2025,US,,,,94
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/19/2025,US,,,,91
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/26/2025,US,,,,91
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/03/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/10/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/17/2025,US,,,,94
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/24/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/31/2025,US,,,,86
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/07/2025,US,,,,90
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/14/2025,US,,,,92
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/21/2025,US,,,,91
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/28/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/05/2025,US,,,,82
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/12/2025,US,,,,89
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/19/2025,US,,,,91
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/26/2025,US,,,,92
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/02/2025,US,,,,94
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/09/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/16/2025,US,,,,94
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/23/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/30/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/06/2025,US,,,,87
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/13/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/20/2025,US,,,,96
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/27/2025,US,,,,97
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/04/2025,US,,,,97
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/11/2025,US,,,,97
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/18/2025,US,,,,97
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/25/2025,US,,,,98
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/01/2025,US,,,,98
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/08/2025,US,,,,98
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/15/2025,US,,,,97
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/22/2025,US,,,,99
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/29/2025,US,,,,82
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/06/2025,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/13/2025,US,,,,97
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/20/2025,US,,,,97
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/27/2025,US,,,,77
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/03/2026,US,,,,70
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/10/2026,US,,,,84
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/17/2026,US,,,,91
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/24/2026,US,,,,89
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/31/2026,US,,,,90
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/07/2026,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/14/2026,US,,,,93
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/21/2026,US,,,,91
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/28/2026,US,,,,94
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/07/2026,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/14/2026,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/21/2026,US,,,,95
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/18/2020,US,,,,-1%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/25/2020,US,,,,1%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/01/2020,US,,,,4%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/08/2020,US,,,,3%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/15/2020,US,,,,4%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/22/2020,US,,,,4%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/29/2020,US,,,,5%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/07/2020,US,,,,4%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/14/2020,US,,,,4%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/21/2020,US,,,,0%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/28/2020,US,,,,-6%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/04/2020,US,,,,-9%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/11/2020,US,,,,-10%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/18/2020,US,,,,-9%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/25/2020,US,,,,-11%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/02/2020,US,,,,-11%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/09/2020,US,,,,-13%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/16/2020,US,,,,-13%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/23/2020,US,,,,-12%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/30/2020,US,,,,-10%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/06/2020,US,,,,-13%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/13/2020,US,,,,-15%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/20/2020,US,,,,-15%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/27/2020,US,,,,-16%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/04/2020,US,,,,-7%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/11/2020,US,,,,-13%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/18/2020,US,,,,-12%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/25/2020,US,,,,-10%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/01/2020,US,,,,-8%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/08/2020,US,,,,-7%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/15/2020,US,,,,-6%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/22/2020,US,,,,-5%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/29/2020,US,,,,-5%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/05/2020,US,,,,-2%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/12/2020,US,,,,-4%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/19/2020,US,,,,-7%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,09/26/2020,US,,,,-5%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/03/2020,US,,,,-4%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/10/2020,US,,,,-3%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/17/2020,US,,,,-1%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/24/2020,US,,,,1%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,10/31/2020,US,,,,3%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/07/2020,US,,,,3%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/14/2020,US,,,,4%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/21/2020,US,,,,6%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,11/28/2020,US,,,,10%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/05/2020,US,,,,11%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/12/2020,US,,,,12%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/19/2020,US,,,,15%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,12/26/2020,US,,,,22%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/02/2021,US,,,,16%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/09/2021,US,,,,12%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/16/2021,US,,,,13%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/23/2021,US,,,,15%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,01/30/2021,US,,,,16%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/06/2021,US,,,,16%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/13/2021,US,,,,16%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/20/2021,US,,,,13%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,02/27/2021,US,,,,16%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/06/2021,US,,,,18%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/13/2021,US,,,,18%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/20/2021,US,,,,22%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,03/27/2021,US,,,,29%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/03/2021,US,,,,35%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/10/2021,US,,,,34%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/17/2021,US,,,,36%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,04/24/2021,US,,,,40%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/01/2021,US,,,,40%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/08/2021,US,,,,42%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/15/2021,US,,,,41%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/22/2021,US,,,,41%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,05/29/2021,US,,,,40%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/05/2021,US,,,,39%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/12/2021,US,,,,36%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/19/2021,US,,,,39%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,06/26/2021,US,,,,39%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/03/2021,US,,,,35%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/10/2021,US,,,,42%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/17/2021,US,,,,32%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/24/2021,US,,,,31%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,07/31/2021,US,,,,27%
2026-03-30T20:40:13.565Z,it_staffing,60a7be6c-516f-4793-afb0-0efa8981ba27,08/07/2021,US,,,,25%
